Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,JEFFERSON,95,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",TOTAL,NOT SPECIFIED,"92,769",11
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","4,958",24.4
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),5,(H)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),238,36
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","2,169",13.2
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"2,409",20.5
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"4,336",21.7
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",TOTAL,NOT SPECIFIED,"14,298",11
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","1,475",24.4
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),6,(H)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","8,630",13.2
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),424,20.5
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),703,21.7
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",TOTAL,NOT SPECIFIED,"11,402",11
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","20,608",24.4
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),4,(H)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),44,22.1
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","32,355",13.2
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),568,34.9
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"2,461",20.5
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"8,683",21.7
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",TOTAL,NOT SPECIFIED,"65,246",11
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,OTOE,131,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","2,264",24.4
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,OTOE,131,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,OTOE,131,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,OTOE,131,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,OTOE,131,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),3,34.2
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,OTOE,131,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","5,337",13.2
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,OTOE,131,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,OTOE,131,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),6,42.5
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,OTOE,131,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,OTOE,131,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,OTOE,131,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",TOTAL,NOT SPECIFIED,"8,412",11
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,PAWNEE,133,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","1,200",24.4
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,PAWNEE,133,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),12,22.1
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,PAWNEE,133,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","6,093",13.2
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,PAWNEE,133,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",TOTAL,NOT SPECIFIED,"7,305",11
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,RICHARDSON,147,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","2,344",24.4
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,RICHARDSON,147,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),6,(H)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,RICHARDSON,147,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,RICHARDSON,147,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)", (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,RICHARDSON,147,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,RICHARDSON,147,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,RICHARDSON,147,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",TOTAL,NOT SPECIFIED,"4,686",11
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","46,589",24.4
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),266,36
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),"1,279",34.2
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),"1,116",43.3
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","29,251",13.2
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),"1,947",34.9
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"6,218",20.5
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"20,757",21.7
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),552,31.4
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,SALINE,151,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",TOTAL,NOT SPECIFIED,"108,115",11
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","52,381",24.4
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),5,(H)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),6,22.1
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),"1,585",34.2
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),680,43.3
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","54,261",13.2
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"5,259",20.5
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"20,390",21.7
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),417,31.4
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",TOTAL,NOT SPECIFIED,"135,509",11
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,CHASE,29,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","35,450",24.4
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,CHASE,29,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,CHASE,29,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),632,34.2
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,CHASE,29,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","106,808",13.2
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,CHASE,29,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,CHASE,29,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"1,970",20.5
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,CHASE,29,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,CHASE,29,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"14,369",21.7
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,CHASE,29,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,CHASE,29,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",TOTAL,NOT SPECIFIED,"159,692",11
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,DUNDY,57,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","6,470",24.4
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,DUNDY,57,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,DUNDY,57,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,DUNDY,57,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,DUNDY,57,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","84,543",13.2
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,DUNDY,57,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"1,520",20.5
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,DUNDY,57,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"1,887",21.7
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,DUNDY,57,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",TOTAL,NOT SPECIFIED,"94,837",11
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,FRONTIER,63,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","6,388",24.4
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,FRONTIER,63,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),5,22.1
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,FRONTIER,63,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,FRONTIER,63,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,FRONTIER,63,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","40,861",13.2
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,FRONTIER,63,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"1,328",20.5
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,FRONTIER,63,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),126,42.5
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,FRONTIER,63,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"4,238",21.7
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,FRONTIER,63,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",TOTAL,NOT SPECIFIED,"53,286",11
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,HAYES,85,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","3,555",24.4
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,HAYES,85,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","44,473",13.2
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,HAYES,85,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,HAYES,85,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,HAYES,85,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"6,444",21.7
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,HAYES,85,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHWEST,70,HAYES,85,,,0,,AG LAND,"AG LAND, IRRIGATED - ACRES",TOTAL,NOT SPECIFIED,"57,112",11
